brand,car_age,price
Volkswagen,9,29949.999999999996
Hyundai,14,4000.0000000000014
Ford,7,25500.0
Hyundai,5,22748.999999999985
Ford,12,12990.0
BMW,11,25979.999999999993
Dodge,15,16999.99999999999
Mercedes-Benz,5,199995.00000000003
Dodge,5,104500.00000000003
Porsche,12,35499.99999999999
Porsche,7,49500.0
Ford,4,49882.999999999985
Ford,15,14899.999999999993
Chevrolet,5,38499.99999999997
Mercedes-Benz,7,28250.999999999996
RAM,6,33241.999999999985
Toyota,2,76373.00000000004
BMW,7,67999.99999999999
Mazda,3,25099.0
Nissan,9,15998.00000000001
Audi,10,34000.0
Genesis,5,31899.99999999999
Rolls-Royce,9,166899.99999999994
BMW,6,67899.99999999999
Ford,12,18750.000000000007
BMW,16,18500.0
Nissan,2,29895.000000000025
Lincoln,6,30890.0
Kia,3,46787.0
Lincoln,3,79998.99999999994
Mercedes-Benz,10,62499.999999999956
Chevrolet,8,26999.999999999978
Audi,5,50000.000000000015
Ford,8,20988.99999999999
Chevrolet,7,8500.000000000005
Land,5,75500.00000000006
Land,2,62999.00000000004
BMW,13,38995.00000000003
Ford,17,13500.000000000004
Kia,3,29998.000000000025
Mazda,11,11499.999999999998
Kia,4,45898.999999999985
Chevrolet,2,74500.00000000001
Mercedes-Benz,8,77999.99999999994
Ford,20,14899.999999999993
Audi,6,38999.00000000002
GMC,8,39750.00000000002
Kia,2,40000.0
Chevrolet,20,25999.999999999985
BMW,11,34000.0
Nissan,8,17500.000000000015
GMC,10,19780.00000000001
Cadillac,4,93499.99999999991
Nissan,15,72998.99999999997
Toyota,7,31000.000000000015
BMW,5,54499.99999999998
INFINITI,7,26999.999999999978
Lexus,15,18500.0
GMC,6,51898.99999999996
Chevrolet,20,20995.000000000004
Dodge,11,19750.0
Hyundai,9,21399.99999999998
Lamborghini,6,649998.9999999998
Ford,22,10500.000000000005
Audi,4,39598.999999999985
Toyota,2,78900.00000000003
Land,5,74899.99999999999
Jeep,3,42599.00000000004
Maserati,10,35999.99999999998
BMW,12,37500.000000000015
Mercedes-Benz,3,43899.99999999997
Land,2,143998.00000000006
Ford,14,13999.999999999995
Audi,13,6999.999999999998
BMW,6,41995.0
BMW,16,12500.0
Ford,27,10299.999999999993
Toyota,13,17500.000000000015
Dodge,6,50000.000000000015
Land,7,63997.99999999995
Audi,4,61058.99999999999
Subaru,10,22999.999999999993
Chevrolet,8,20999.99999999998
INFINITI,5,29899.999999999996
Porsche,14,28000.00000000002
INFINITI,8,16000.000000000002
BMW,7,63999.99999999997
Maserati,3,238899.99999999988
Land,2,90000.00000000001
BMW,5,84900.00000000001
Tesla,5,41998.99999999998
Volvo,2,54899.99999999997
Mercedes-Benz,14,30999.000000000022
Land,5,64500.000000000015
Ford,13,4499.999999999999
Lexus,9,25995.00000000002
Porsche,6,99750.00000000007
Mercedes-Benz,5,142998.00000000012
RAM,3,45861.0
Audi,5,187899.99999999985
Mitsubishi,19,57000.000000000044
Acura,12,23999.99999999999
Cadillac,13,10000.00000000001
Chevrolet,3,45999.999999999956
Toyota,3,29899.999999999996
Ford,6,39000.0
Lexus,13,6999.999999999998
Jaguar,11,32997.99999999997
Jeep,5,38597.99999999997
Porsche,8,62499.999999999956
Audi,11,116999.99999999991
Lincoln,9,16750.00000000001
Chevrolet,24,6999.999999999998
Mercedes-Benz,4,130000.00000000009
Lexus,3,54997.99999999998
BMW,6,45998.99999999999
Chevrolet,9,21499.999999999985
Ford,12,7944.999999999999
Hyundai,3,34579.99999999998
Lexus,2,59950.000000000015
Land,5,31000.000000000015
Chevrolet,6,39000.0
Porsche,5,129900.00000000012
Chevrolet,4,29999.99999999999
Jeep,4,39997.99999999999
Toyota,18,33580.000000000015
GMC,2,93999.00000000006
Ford,7,77999.00000000004
Cadillac,4,79990.00000000006
Buick,8,20000.000000000015
Tesla,5,65989.99999999996
Mercedes-Benz,8,28500.0
Chevrolet,8,39997.99999999999
Kia,3,43329.00000000002
Toyota,2,63100.000000000044
Audi,2,107900.0000000001
Nissan,7,26497.999999999985
Land,5,46597.99999999997
Kia,5,32913.00000000002
Lexus,5,45950.00000000001
BMW,3,68999.99999999997
Land,2,133500.00000000003
Chevrolet,10,54000.00000000001
Maserati,18,7999.0
Dodge,8,489994.9999999998
Ford,4,55329.00000000002
Mazda,9,17800.00000000001
Kia,6,16499.999999999993
Land,7,58999.99999999997
Lexus,4,52997.999999999956
Lincoln,21,14899.999999999993
Honda,13,19600.0
Lexus,8,31989.999999999996
RAM,6,31952.999999999975
Tesla,2,48000.00000000003
Audi,2,78900.00000000003
Hyundai,11,14999.99999999999
Porsche,17,41500.000000000015
Ford,15,26094.999999999978
Kia,9,16999.00000000001
Nissan,16,21499.999999999985
Genesis,2,40750.0
Land,12,25999.999999999985
Mercedes-Benz,5,69499.99999999996
Ford,2,66500.00000000006
RAM,7,31999.999999999993
Dodge,15,17500.000000000015
Chevrolet,12,7500.0000000000055
Jeep,12,13500.000000000004
Audi,12,35999.00000000002
Jeep,3,48994.999999999985
Mazda,33,11499.999999999998
Chrysler,20,6000.000000000005
Audi,14,9900.000000000004
Tesla,2,84999.99999999994
Cadillac,5,28500.0
Maserati,11,18999.999999999985
Jaguar,6,34499.99999999997
BMW,6,44495.00000000002
Acura,6,30999.000000000022
GMC,10,9500.000000000005
BMW,11,12800.0
Nissan,14,4499.999999999999
Mercedes-Benz,6,33499.99999999998
Toyota,22,4199.0
RAM,4,54799.99999999998
Mercedes-Benz,3,81499.99999999997
Audi,7,28000.00000000002
Lincoln,6,52999.000000000015
Audi,17,5699.999999999998
Chevrolet,19,6995.000000000002
Mercedes-Benz,6,49998.0
Volvo,7,25998.999999999985
Toyota,14,7699.999999999996
Mercedes-Benz,7,29497.0
Chevrolet,15,16999.99999999999
Mazda,13,20198.999999999996
Ford,10,16250.000000000011
Mercedes-Benz,10,59598.000000000044
Kia,2,31113.000000000025
Porsche,15,20900.000000000015
Toyota,9,27749.99999999998
Hyundai,6,18200.00000000001
Land,9,18750.000000000007
Ford,13,19549.999999999993
Mercedes-Benz,21,24900.00000000001
Jeep,7,21999.999999999993
Mercedes-Benz,7,40998.0
Mercedes-Benz,4,135799.99999999997
Tesla,9,39500.00000000001
Lexus,15,44799.999999999985
BMW,15,12999.999999999995
Audi,3,162500.00000000012
Buick,19,5000.000000000003
Lincoln,9,18500.0
Nissan,7,37000.00000000001
Porsche,5,114998.00000000007
Mercedes-Benz,32,15300.000000000004
BMW,10,24994.999999999978
Jeep,3,69685.00000000001
Cadillac,12,12995.000000000005
Ford,15,10900.000000000004
Kia,3,47500.000000000015
Audi,11,25990.0
Toyota,7,38000.000000000015
Jeep,12,35000.00000000001
Maserati,19,16499.999999999993
Mercedes-Benz,19,16750.00000000001
GMC,23,5000.000000000003
Nissan,14,16999.99999999999
BMW,2,109900.00000000003
Porsche,9,488999.9999999996
Land,2,81998.00000000007
Ford,9,21999.999999999993
BMW,3,114998.00000000007
Porsche,15,71400.00000000003
Volvo,17,11400.000000000004
Chrysler,4,27798.0
Honda,5,20499.000000000015
Porsche,19,36250.00000000002
Tesla,3,47799.99999999999
BMW,5,71950.00000000003
Audi,21,16000.000000000002
Ford,4,69997.99999999997
Kia,2,32499.99999999997
RAM,6,33499.99999999998
BMW,5,80998.00000000001
Mercedes-Benz,10,28999.999999999996
Cadillac,9,14599.000000000005
INFINITI,11,19990.00000000001
Volkswagen,8,28890.00000000002
Chevrolet,14,9950.000000000007
Toyota,4,44749.99999999998
BMW,3,35750.000000000015
Mercedes-Benz,9,35299.99999999999
Cadillac,6,20999.99999999998
Jaguar,21,9500.000000000005
Chevrolet,5,150000.00000000006
Mercedes-Benz,13,23999.99999999999
Mercedes-Benz,3,42998.99999999997
Dodge,22,5699.999999999998
Audi,13,13800.000000000011
Audi,7,31499.999999999996
Audi,13,19500.0
Porsche,10,52589.99999999997
Mercedes-Benz,5,128900.00000000003
Chevrolet,2,51499.99999999997
Audi,2,61998.000000000015
Maserati,7,67000.0
GMC,3,67962.99999999997
Cadillac,5,49426.99999999999
Jeep,3,43388.99999999997
Chevrolet,13,17999.999999999993
BMW,7,60200.000000000015
Nissan,16,19500.0
Dodge,20,18999.999999999985
GMC,12,15500.00000000001
Lexus,8,32999.99999999999
Mercedes-Benz,13,11998.999999999993
INFINITI,3,47644.99999999997
Mercedes-Benz,4,75000.00000000004
BMW,9,13500.000000000004
Porsche,11,67999.99999999999
Porsche,20,21750.00000000001
BMW,4,93999.99999999997
Ford,18,9449.999999999995
Rivian,2,89998.99999999997
Volvo,3,61999.000000000044
BMW,9,16000.000000000002
Cadillac,9,29500.000000000007
Chevrolet,21,25899.999999999985
Audi,12,11499.999999999998
Audi,13,16999.99999999999
Buick,18,6500.000000000003
Chevrolet,8,44899.99999999997
Tesla,2,52000.000000000044
BMW,10,40000.0
Kia,14,6900.000000000005
Toyota,3,53568.000000000044
Lincoln,4,43860.00000000002
Nissan,10,11994.99999999999
BMW,10,26500.000000000004
Mazda,17,6500.000000000003
GMC,8,45499.99999999997
Toyota,2,41998.99999999998
RAM,7,36990.0
RAM,4,35112.999999999985
Lexus,11,23998.000000000015
Hyundai,9,10989.999999999996
Chevrolet,22,16999.00000000001
Maserati,12,38899.99999999997
Tesla,5,65998.99999999996
BMW,7,52000.000000000044
Tesla,4,48499.99999999998
Subaru,10,13999.0
Buick,29,16999.00000000001
Land,8,36499.99999999998
Ford,4,42690.99999999997
Nissan,13,6700.0
Toyota,6,42886.0
Mercedes-Benz,5,112500.00000000004
BMW,6,28999.999999999996
Lexus,18,10599.99999999999
Porsche,18,69995.00000000006
Porsche,5,96899.99999999999
Maserati,2,88949.99999999996
Dodge,5,69899.99999999996
Mazda,4,25899.999999999985
Audi,6,48000.00000000003
Ford,9,33900.00000000001
Tesla,3,44399.99999999998
Audi,14,22999.999999999993
BMW,5,55000.00000000004
Audi,2,54899.99999999997
BMW,9,27499.99999999998
Mercedes-Benz,7,49999.00000000001
Mercedes-Benz,10,37000.00000000001
Honda,23,26999.999999999978
Chevrolet,25,10000.00000000001
Chevrolet,5,35387.00000000002
Mercedes-Benz,12,40000.0
Bentley,12,63999.99999999997
GMC,23,16899.999999999985
Audi,5,41999.99999999999
Toyota,8,18700.00000000001
GMC,8,34998.99999999997
Toyota,5,47500.000000000015
Subaru,8,23999.99999999999
Subaru,10,17999.999999999993
INFINITI,11,16487.999999999985
Chevrolet,8,24949.999999999993
Toyota,19,8900.000000000002
Dodge,9,37500.000000000015
Porsche,16,14999.99999999999
Kia,2,39899.99999999998
Mercedes-Benz,6,95999.99999999996
BMW,11,64995.000000000044
Subaru,8,23499.999999999978
Dodge,10,12000.0
Land,4,89900.00000000007
Nissan,12,17500.000000000015
Cadillac,5,55000.00000000004
Mercedes-Benz,13,19899.999999999993
Kia,13,8900.000000000002
Chevrolet,3,67499.99999999996
Volkswagen,7,24325.000000000004
Dodge,21,22500.000000000015
Scion,11,11494.999999999993
Land,9,49900.000000000015
Lexus,7,40900.00000000001
Chevrolet,10,16000.000000000002
Maserati,10,44998.999999999985
Porsche,22,55000.00000000004
Hyundai,13,8500.000000000005
Cadillac,13,18954.99999999999
BMW,25,2500.0000000000005
Tesla,6,25999.999999999985
Chevrolet,30,6500.000000000003
Nissan,13,21499.999999999985
Mercedes-Benz,7,38597.99999999997
Ford,4,49500.0
Audi,13,12000.0
RAM,12,25000.000000000007
Dodge,14,8500.000000000005
Mercedes-Benz,12,10749.999999999993
Dodge,9,62499.999999999956
Land,7,42949.99999999997
BMW,7,60995.00000000001
Mercedes-Benz,7,47000.0
Land,6,68900.00000000004
Chevrolet,16,18900.000000000004
Toyota,9,35999.99999999998
Mazda,13,18900.000000000004
Volkswagen,13,12449.000000000002
Jaguar,12,8800.000000000004
Chevrolet,15,19500.0
INFINITI,13,14500.000000000004
BMW,6,46999.00000000002
Chevrolet,3,39500.00000000001
Porsche,4,108900.00000000009
Mercedes-Benz,10,59749.999999999956
Cadillac,7,44999.999999999985
Toyota,11,15999.000000000002
Audi,10,19997.99999999998
BMW,13,16999.99999999999
Jaguar,5,57500.00000000001
BMW,8,40000.0
BMW,4,49999.00000000001
Jeep,9,29999.99999999999
RAM,7,35999.99999999998
Ford,9,19998.999999999985
BMW,28,15900.000000000004
Mercedes-Benz,14,11998.999999999993
Rivian,2,96850.00000000004
Tesla,2,48000.00000000003
Mercedes-Benz,3,53000.00000000002
BMW,2,85494.99999999997
Chevrolet,2,31999.999999999993
Chevrolet,10,20000.000000000015
Chevrolet,4,60995.00000000001
Jeep,5,44999.999999999985
GMC,2,82000.0
Mazda,6,24994.999999999978
Alfa,4,39000.0
Mercedes-Benz,9,22998.999999999993
BMW,6,31697.999999999985
Volkswagen,6,22999.999999999993
Mercedes-Benz,17,12000.0
Audi,11,47995.000000000015
Volvo,3,54598.999999999985
Land,5,64800.000000000044
Toyota,14,16000.000000000002
Jeep,21,24999.0
Audi,4,51800.00000000003
Land,14,20000.000000000015
Mercedes-Benz,14,31999.000000000007
Toyota,2,84997.00000000004
Maserati,8,39100.0
Toyota,29,7500.0000000000055
Lamborghini,4,749949.9999999998
Ford,6,44998.999999999985
RAM,7,50000.000000000015
Toyota,18,17900.0
Dodge,6,41999.99999999999
Lexus,7,34699.99999999999
Genesis,3,54543.00000000002
Jaguar,6,59598.000000000044
Kia,4,24994.999999999978
Mercedes-Benz,3,104999.00000000003
Porsche,7,57500.00000000001
INFINITI,7,23105.0
Ford,3,39500.00000000001
Kia,4,42242.00000000003
Chevrolet,20,7994.999999999998
Mercedes-Benz,8,35750.000000000015
Land,3,114900.00000000006
Toyota,3,22944.99999999999
Mercedes-Benz,8,38000.000000000015
Mercedes-Benz,13,22221.999999999993
Mercedes-Benz,7,47644.99999999997
Jeep,22,14249.999999999993
Lincoln,7,50000.000000000015
Chevrolet,17,31000.000000000015
GMC,9,29500.000000000007
Mercedes-Benz,4,157500.00000000006
Land,2,195000.00000000006
Ford,8,12999.999999999995
Ferrari,7,243900.00000000006
Chevrolet,15,29999.99999999999
BMW,5,66000.0
Land,9,33999.00000000003
Porsche,22,31999.999999999993
Maserati,3,279000.0000000001
Mercedes-Benz,10,15999.000000000002
Mercedes-Benz,6,79500.00000000004
Mercedes-Benz,14,9249.999999999995
Lexus,18,9999.00000000001
BMW,2,71400.00000000003
Audi,4,57900.0
Audi,3,52598.00000000001
Jaguar,6,22500.000000000015
Genesis,6,32989.999999999985
BMW,5,70000.00000000001
Subaru,11,29999.99999999999
GMC,4,55000.00000000004
Lincoln,4,46849.99999999998
Jaguar,12,70000.00000000001
Mercedes-Benz,12,54995.00000000002
Toyota,27,12490.000000000002
Toyota,12,20499.999999999993
BMW,9,25000.000000000007
BMW,3,47000.0
Mercedes-Benz,7,20900.000000000015
Hyundai,15,10000.00000000001
Cadillac,12,17999.000000000007
Lincoln,23,5230.000000000004
GMC,4,52000.000000000044
Mercedes-Benz,10,28999.999999999996
Jaguar,17,11990.00000000001
Lexus,10,26998.999999999993
Audi,10,21499.999999999985
Subaru,10,18999.999999999985
Dodge,22,10700.000000000004
Subaru,10,20999.99999999998
Audi,17,29999.99999999999
Porsche,18,53998.99999999999
Audi,10,17199.999999999993
Audi,16,8700.000000000004
Ford,22,29999.99999999999
Ford,21,8500.000000000005
Land,8,47500.000000000015
Audi,6,48499.99999999998
BMW,9,23999.99999999999
Ford,3,49000.000000000015
Ford,4,42387.99999999999
Hyundai,12,12500.0
Toyota,26,3499.9999999999977
Mercedes-Benz,7,39853.00000000003
Audi,3,61900.0
Buick,8,17549.999999999993
Lamborghini,15,109499.00000000007
Ford,14,18500.0
GMC,9,29999.99999999999
Ford,12,16000.000000000002
Lexus,17,28999.999999999996
BMW,10,28000.00000000002
Land,15,15500.00000000001
Mercedes-Benz,11,16499.999999999993
GMC,15,9500.000000000005
BMW,17,5698.999999999998
Dodge,4,26998.999999999993
Hyundai,15,10340.000000000007
Honda,7,35499.99999999999
Dodge,9,20000.000000000015
Chevrolet,3,60000.000000000015
Jeep,5,35470.00000000001
RAM,3,46598.99999999996
Chrysler,20,13046.000000000002
Nissan,6,25883.99999999999
Audi,2,59900.00000000002
Mercedes-Benz,5,83998.99999999996
Acura,8,15750.000000000013
Land,2,175000.00000000012
Ford,6,48295.000000000044
BMW,17,18500.0
INFINITI,13,19899.999999999993
BMW,17,8000.0000000000055
Mazda,17,8500.000000000005
Porsche,26,12249.999999999993
Acura,6,25000.000000000007
Porsche,8,104999.99999999997
Lexus,9,62899.99999999995
Toyota,10,23499.999999999978
Maserati,10,17999.000000000007
Land,8,58000.00000000003
Chevrolet,12,10000.00000000001
BMW,19,4000.0000000000014
Acura,17,5000.000000000003
Lincoln,10,14899.999999999993
Kia,3,27875.00000000002
Bentley,22,34995.00000000002
Kia,4,23799.999999999993
Lexus,23,14999.99999999999
Land,13,14500.000000000004
Acura,2,53000.00000000002
GMC,19,14500.000000000004
GMC,2,84000.00000000003
Mercedes-Benz,9,23999.99999999999
MINI,6,23999.99999999999
Ford,2,57000.000000000044
Ford,4,56899.99999999997
Ford,16,28900.0
Land,8,24997.999999999993
GMC,9,21999.999999999993
Ford,9,39000.0
Ford,3,65994.00000000004
Hyundai,13,18999.999999999985
Jeep,3,65499.99999999995
BMW,3,45999.999999999956
Jaguar,5,46998.00000000004
Acura,19,14990.000000000004
Mazda,22,21999.999999999993
GMC,2,67799.99999999996
Mercedes-Benz,17,8900.000000000002
INFINITI,21,7500.0000000000055
Cadillac,12,21994.999999999985
MINI,8,20783.999999999985
BMW,11,20000.000000000015
Mercedes-Benz,12,31450.000000000007
RAM,8,24199.999999999985
BMW,14,10999.999999999993
Rolls-Royce,7,599000.0
Hyundai,3,41999.99999999999
Lexus,23,15999.000000000002
Jaguar,2,56998.00000000001
BMW,19,19500.0
Hyundai,3,27450.0
Lamborghini,6,209900.00000000017
Ford,2,77430.00000000004
Chevrolet,4,43666.000000000015
GMC,4,70250.00000000001
Ford,18,9000.0
BMW,17,20999.99999999998
Toyota,5,35000.00000000001
Porsche,6,80140.00000000003
Ford,2,89000.00000000004
Dodge,4,32998.99999999998
BMW,7,24994.999999999978
GMC,9,18399.999999999993
Ford,21,20499.999999999993
Hyundai,10,20150.00000000001
Mitsubishi,8,8750.000000000005
Mercedes-Benz,15,22500.000000000015
Mazda,10,11499.999999999998
BMW,17,28500.0
Mercedes-Benz,11,19249.999999999985
Ford,3,65998.99999999996
Tesla,8,42249.999999999985
Jeep,15,17500.000000000015
Honda,4,38997.99999999999
Acura,17,10000.00000000001
Lexus,11,17999.999999999993
Chevrolet,14,6999.999999999998
Mitsubishi,16,2999.9999999999995
Land,10,11994.99999999999
Nissan,2,28196.0
Audi,13,10999.999999999993
Rivian,2,92500.00000000007
Lexus,7,35700.00000000001
Chevrolet,7,37900.000000000015
Mercedes-Benz,8,84499.99999999994
Cadillac,12,8500.000000000005
INFINITI,5,36998.99999999997
Subaru,9,19500.0
Toyota,21,5500.000000000004
Chevrolet,4,35999.99999999998
BMW,4,37000.00000000001
Karma,7,55499.99999999997
Lexus,4,51798.000000000015
Alfa,6,28900.0
GMC,6,36499.99999999998
Lexus,12,10000.00000000001
Porsche,14,20900.000000000015
BMW,12,16999.99999999999
Chevrolet,3,74500.00000000001
Mercedes-Benz,8,55600.0
Jeep,27,6998.999999999999
Porsche,20,24900.00000000001
BMW,19,41999.99999999999
Chevrolet,3,39997.99999999999
BMW,14,10998.999999999998
RAM,3,46999.00000000002
Mercedes-Benz,5,299000.00000000006
Chevrolet,21,7999.0
BMW,5,54998.999999999956
BMW,3,84999.99999999994
Ferrari,9,254900.0000000001
Chevrolet,9,36799.999999999985
Mercedes-Benz,3,229000.00000000006
GMC,4,56899.99999999997
Mitsubishi,3,32999.99999999999
Ford,6,91000.00000000009
MINI,15,8000.0000000000055
Toyota,16,6998.999999999999
Cadillac,18,9750.000000000002
Audi,9,19500.0
Chevrolet,17,7200.000000000005
Jaguar,13,36949.0
Porsche,3,179900.00000000006
Ford,3,77534.99999999999
Audi,14,8299.999999999993
Cadillac,7,22998.999999999993
Ford,6,37000.00000000001
Mercedes-Benz,11,72998.99999999997
Jeep,14,35000.00000000001
BMW,10,42800.00000000002
Tesla,7,59499.99999999996
Maserati,5,52899.99999999998
Pontiac,24,20999.99999999998
Ford,3,57352.00000000004
Ferrari,5,469900.00000000023
Tesla,4,68999.99999999997
Land,3,139499.9999999999
BMW,14,9999.00000000001
BMW,10,14999.99999999999
Cadillac,8,32998.99999999998
BMW,11,12998.99999999999
Lexus,8,31000.000000000015
MINI,9,13999.0
Ford,7,35000.00000000001
INFINITI,9,21499.999999999985
Lexus,13,14999.99999999999
Dodge,5,38000.000000000015
Lexus,8,29999.99999999999
Nissan,8,26500.000000000004
Subaru,12,9999.00000000001
BMW,9,49999.00000000001
INFINITI,5,31450.000000000007
Rolls-Royce,2,599995.0000000003
Ford,9,30490.0
Toyota,5,35200.00000000001
Honda,25,35000.00000000001
Jeep,4,41328.999999999985
Ford,2,54000.00000000001
Ford,3,68420.00000000003
Toyota,2,91994.99999999993
Plymouth,24,28500.0
Alfa,2,43899.99999999997
Chevrolet,21,12998.000000000007
Mitsubishi,12,28000.00000000002
Mercedes-Benz,7,42995.0
Audi,14,73999.99999999997
Ford,18,2999.9999999999995
BMW,18,8500.000000000005
Chevrolet,14,13999.999999999995
BMW,9,36994.99999999999
Mercedes-Benz,13,38499.99999999997
Cadillac,6,51899.999999999985
Chevrolet,7,52888.99999999996
Lexus,10,49994.99999999997
Kia,4,21899.999999999993
Land,7,53499.00000000001
Nissan,8,32324.000000000007
Honda,6,27499.99999999998
Subaru,8,23750.000000000022
Audi,6,27899.999999999978
Ford,7,25000.000000000007
Chevrolet,13,17999.999999999993
Mercedes-Benz,11,12000.0
BMW,5,26998.999999999993
Maserati,13,37900.000000000015
Ford,4,57479.99999999999
Audi,18,10995.000000000007
Land,9,26500.000000000004
Ford,3,49599.0
Chevrolet,18,10749.999999999993
Nissan,17,6998.999999999999
INFINITI,8,17500.000000000015
Ford,4,77900.0
Acura,9,16499.999999999993
Nissan,12,15500.00000000001
Chevrolet,4,47000.0
Porsche,7,59799.99999999998
Acura,5,43500.00000000003
Kia,6,23754.000000000007
Hyundai,4,29600.000000000007
Ford,8,50000.000000000015
BMW,4,50999.999999999985
Mitsubishi,16,5100.000000000004
Nissan,6,19500.0
Buick,10,18949.999999999985
Lexus,21,7900.000000000007
Lexus,6,44950.0
Ford,8,45985.0
Kia,12,5500.000000000004
GMC,5,29899.999999999996
Porsche,7,35000.00000000001
Lexus,10,23999.99999999999
Audi,5,49994.99999999997
GMC,23,4999.000000000004
Lamborghini,4,279899.99999999994
INFINITI,11,12500.0
Chevrolet,17,23499.999999999978
Maserati,17,12999.999999999995
Acura,30,10998.999999999998
BMW,9,48600.000000000015
Chrysler,9,17500.000000000015
Chrysler,11,11250.0
Acura,2,48997.99999999997
Chevrolet,4,72900.0
Chevrolet,6,41500.000000000015
Mercedes-Benz,12,12999.999999999995
Ford,3,77900.0
Nissan,14,4000.0000000000014
BMW,1,145000.00000000012
Hyundai,12,6500.000000000003
Mercedes-Benz,7,60000.000000000015
Porsche,2,279950.0000000002
Mercedes-Benz,5,117900.00000000009
Audi,11,22500.000000000015
Cadillac,2,68750.00000000003
Volvo,6,29999.99999999999
Mercedes-Benz,6,83000.0
GMC,8,29999.99999999999
Lexus,9,17999.999999999993
Jaguar,7,25999.999999999985
BMW,2,117499.99999999996
Honda,8,25999.999999999985
Toyota,6,30499.99999999998
Ford,4,32454.99999999998
Dodge,8,37000.00000000001
Mercedes-Benz,3,41597.99999999999
Tesla,7,49900.000000000015
INFINITI,8,22999.999999999993
BMW,9,19500.0
Pontiac,24,10500.000000000005
Nissan,10,29500.000000000007
Lexus,5,33363.999999999985
BMW,12,28999.999999999996
Lexus,8,28449.99999999999
Porsche,13,17999.000000000007
Pontiac,18,17900.0
Porsche,10,51950.000000000044
BMW,7,40950.0
Ford,6,45950.00000000001
MINI,15,6698.9999999999945
Mazda,10,12000.0
Mitsubishi,14,26999.999999999978
Chevrolet,11,10995.000000000007
Cadillac,10,19425.0
Acura,4,39798.0
Land,10,19500.0
Chevrolet,10,26900.000000000004
Chevrolet,9,31999.999999999993
Chevrolet,14,20995.000000000004
Cadillac,6,27998.000000000007
Nissan,6,28999.999999999996
Audi,3,39997.99999999999
BMW,8,64999.999999999956
BMW,13,12700.0
Toyota,5,61598.99999999995
Volkswagen,11,14999.99999999999
Honda,13,12980.000000000004
Land,11,22500.000000000015
Hyundai,7,20000.000000000015
Cadillac,6,32367.99999999999
Jaguar,7,74899.99999999999
Toyota,11,41500.000000000015
Toyota,6,41999.99999999999
Nissan,32,6999.999999999998
RAM,8,42500.00000000003
Ford,11,9498.999999999995
Mercedes-Benz,5,49994.99999999997
Acura,17,11499.999999999998
Land,13,16000.000000000002
MINI,3,28000.00000000002
Mazda,6,27499.99999999998
Acura,2,41998.00000000001
Ford,4,72949.99999999996
Honda,5,27499.99999999998
Hyundai,7,15900.000000000004
Ford,24,8000.0000000000055
Jaguar,8,45998.99999999999
Honda,3,38999.00000000002
Pontiac,19,5994.999999999995
Mercedes-Benz,4,38997.99999999999
Toyota,18,23977.000000000007
Buick,5,31650.000000000022
Chevrolet,10,25000.000000000007
Bentley,12,77999.00000000004
Mercedes-Benz,10,30499.99999999998
Cadillac,3,86998.99999999997
BMW,10,24994.999999999978
MINI,18,6250.000000000005
Bentley,13,46999.00000000002
Lexus,2,64900.00000000002
Audi,11,15495.000000000011
Cadillac,5,45479.99999999998
GMC,16,20000.000000000015
Nissan,16,71999.00000000004
Dodge,18,16000.000000000002
Ford,4,54998.999999999956
Nissan,10,95000.00000000001
Cadillac,4,104999.99999999997
Chevrolet,13,4899.999999999998
Lexus,5,47448.999999999985
BMW,7,41249.999999999985
Ford,4,39995.000000000015
BMW,10,20949.999999999985
Mitsubishi,21,8950.0
Lexus,7,58999.99999999997
Tesla,10,28000.00000000002
Lexus,4,158999.99999999997
Mazda,22,11499.999999999998
Cadillac,4,81499.99999999997
Lexus,3,51899.999999999985
Nissan,11,12999.999999999995
GMC,10,24439.99999999998
BMW,22,14999.99999999999
Lexus,18,3994.9999999999986
BMW,13,22500.000000000015
Mitsubishi,18,6749.9999999999945
Ford,21,13500.000000000004
Tesla,3,46597.99999999997
Buick,14,4000.0000000000014
Ford,7,29999.99999999999
Lexus,9,18999.999999999985
Acura,17,15999.000000000002
Mercury,32,4200.000000000004
Ford,15,9984.99999999999
BMW,4,50000.000000000015
Jeep,3,47000.0
Hummer,22,12500.0
Mercedes-Benz,11,41500.000000000015
Lamborghini,9,399900.0
Mercedes-Benz,9,64999.999999999956
Nissan,16,57000.000000000044
Audi,14,94899.99999999999
Acura,5,31999.999999999993
Audi,9,21999.999999999993
Porsche,14,27499.99999999998
Saturn,17,14500.000000000004
Maserati,19,16999.99999999999
Volvo,3,66000.0
Jeep,9,21999.999999999993
BMW,9,27899.000000000007
BMW,8,50000.000000000015
Volkswagen,12,20000.000000000015
Alfa,7,27499.99999999998
BMW,8,27499.000000000022
BMW,7,49000.000000000015
Lexus,7,30499.99999999998
Lamborghini,19,129000.0000000001
BMW,11,16700.000000000007
BMW,6,36499.99999999998
Porsche,27,11994.99999999999
Alfa,8,20999.99999999998
Mercedes-Benz,6,28998.000000000004
Nissan,9,31950.000000000015
Rivian,2,99000.00000000004
Chevrolet,8,28999.999999999996
Ford,6,19394.999999999985
BMW,14,12975.000000000007
Buick,6,26999.999999999978
Buick,6,24990.999999999993
Porsche,12,34899.99999999998
Audi,3,78500.00000000004
Jaguar,26,16370.000000000005
Audi,4,172899.9999999999
Honda,3,44997.99999999998
Lexus,10,28000.00000000002
Mercedes-Benz,3,199999.99999999997
